student_id,name,major,gpa,country,interests,background,study_level
STU0254,Student 254,Business,3.18,Australia,"Education Technology, AI, Web Development",Background description for student 254,Undergraduate
STU0255,Student 255,Environmental Science,3.36,Canada,"AI, Business Management, Data Analysis",Background description for student 255,Undergraduate
STU0256,Student 256,Law,3.59,South Africa,"AI, Education Technology, Web Development",Background description for student 256,Undergraduate
STU0257,Student 257,Business,2.66,UAE,"AI, Web Development, Education Technology",Background description for student 257,Undergraduate
STU0258,Student 258,Arts,3.57,UAE,"Environmental Conservation, Creative Arts, AI",Background description for student 258,Masters
STU0259,Student 259,Environmental Science,3.08,UK,"Web Development, Education Technology, Machine Learning",Background description for student 259,Masters
STU0260,Student 260,Computer Science,3.38,UK,"Legal Studies, Web Development, Machine Learning",Background description for student 260,Undergraduate
STU0261,Student 261,Arts,2.75,Japan,"Environmental Conservation, Creative Arts, Data Analysis",Background description for student 261,PhD
STU0262,Student 262,Business,3.3,UK,"Medical Research, Environmental Conservation, Legal Studies",Background description for student 262,Masters
STU0263,Student 263,Education,3.44,Germany,"AI, Education Technology, Machine Learning",Background description for student 263,PhD
STU0264,Student 264,Environmental Science,3.55,Japan,"Machine Learning, Business Management, Web Development",Background description for student 264,Undergraduate
STU0265,Student 265,Computer Science,3.29,Canada,"Legal Studies, Environmental Conservation, Medical Research",Background description for student 265,Masters
STU0266,Student 266,Business,3.26,South Africa,"Web Development, Data Analysis, AI",Background description for student 266,Masters
STU0267,Student 267,Engineering,2.5,UK,"Web Development, AI, Creative Arts",Background description for student 267,PhD
STU0268,Student 268,Arts,2.92,Japan,"Data Analysis, Legal Studies, Creative Arts",Background description for student 268,PhD
STU0269,Student 269,Computer Science,2.95,UK,"Web Development, Machine Learning, Data Analysis",Background description for student 269,PhD
STU0270,Student 270,Data Science,3.37,Canada,"Business Management, Education Technology, Creative Arts",Background description for student 270,Undergraduate
STU0271,Student 271,Engineering,2.97,Canada,"Education Technology, Machine Learning, Business Management",Background description for student 271,PhD
STU0272,Student 272,Education,3.63,South Africa,"Legal Studies, Business Management, Environmental Conservation",Background description for student 272,PhD
STU0273,Student 273,Environmental Science,2.22,Australia,"Data Analysis, Legal Studies, Environmental Conservation",Background description for student 273,Undergraduate
STU0274,Student 274,Environmental Science,3.37,UK,"Web Development, Data Analysis, Environmental Conservation",Background description for student 274,PhD
STU0275,Student 275,Education,2.16,UAE,"Education Technology, Creative Arts, Medical Research",Background description for student 275,Undergraduate
STU0276,Student 276,Environmental Science,3.51,USA,"Medical Research, Environmental Conservation, AI",Background description for student 276,PhD
STU0277,Student 277,Education,3.4,Canada,"Education Technology, Creative Arts, Medical Research",Background description for student 277,Masters
STU0278,Student 278,Data Science,2.44,USA,"Machine Learning, AI, Creative Arts",Background description for student 278,PhD
STU0279,Student 279,Medicine,2.94,UAE,"Education Technology, Medical Research, Business Management",Background description for student 279,PhD
STU0280,Student 280,Business,3.53,Canada,"Education Technology, Data Analysis, Machine Learning",Background description for student 280,PhD
STU0281,Student 281,Law,3.79,India,"Environmental Conservation, Machine Learning, Web Development",Background description for student 281,Masters
STU0282,Student 282,Arts,3.43,Germany,"Environmental Conservation, Machine Learning, Creative Arts",Background description for student 282,Undergraduate
STU0283,Student 283,Education,2.9,South Africa,"Legal Studies, Business Management, Data Analysis",Background description for student 283,Undergraduate
STU0284,Student 284,Data Science,3.41,Germany,"Education Technology, Environmental Conservation, Medical Research",Background description for student 284,PhD
STU0285,Student 285,Education,3.26,UAE,"Education Technology, Web Development, Business Management",Background description for student 285,Masters
STU0286,Student 286,Law,2.34,Brazil,"AI, Data Analysis, Medical Research",Background description for student 286,Undergraduate
STU0287,Student 287,Computer Science,2.36,Germany,"Creative Arts, Web Development, AI",Background description for student 287,Undergraduate
STU0288,Student 288,Education,3.83,USA,"Data Analysis, Legal Studies, Creative Arts",Background description for student 288,Masters
STU0289,Student 289,Computer Science,3.79,Australia,"Education Technology, AI, Business Management",Background description for student 289,PhD
STU0290,Student 290,Medicine,2.26,Japan,"Data Analysis, Machine Learning, Business Management",Background description for student 290,Masters
STU0291,Student 291,Business,2.98,UAE,"Education Technology, Machine Learning, Environmental Conservation",Background description for student 291,Masters
STU0292,Student 292,Computer Science,3.99,UK,"Medical Research, Legal Studies, Data Analysis",Background description for student 292,Undergraduate
STU0293,Student 293,Engineering,4.01,India,"Data Analysis, Web Development, Environmental Conservation",Background description for student 293,Undergraduate
STU0294,Student 294,Business,3.19,UAE,"Creative Arts, Web Development, AI",Background description for student 294,Masters
STU0295,Student 295,Medicine,3.28,USA,"Education Technology, Data Analysis, Medical Research",Background description for student 295,Undergraduate
STU0296,Student 296,Engineering,3.64,Germany,"Environmental Conservation, Business Management, Data Analysis",Background description for student 296,PhD
STU0297,Student 297,Business,3.76,Brazil,"Legal Studies, Business Management, Creative Arts",Background description for student 297,PhD
STU0298,Student 298,Data Science,3.32,Japan,"Machine Learning, Data Analysis, AI",Background description for student 298,Masters
STU0299,Student 299,Business,4.35,Canada,"Business Management, Data Analysis, AI",Background description for student 299,Masters
STU0300,Student 300,Computer Science,2.65,USA,"AI, Medical Research, Legal Studies",Background description for student 300,Masters
STU0301,Student 301,Education,3.65,Japan,"Medical Research, Education Technology, AI",Background description for student 301,Masters
STU0302,Student 302,Business,3.83,UAE,"Medical Research, Creative Arts, Data Analysis",Background description for student 302,Masters
STU0303,Student 303,Computer Science,3.06,Canada,"Legal Studies, Machine Learning, Medical Research",Background description for student 303,Undergraduate
STU0304,Student 304,Medicine,3.03,Brazil,"Web Development, Environmental Conservation, Education Technology",Background description for student 304,Undergraduate
STU0305,Student 305,Environmental Science,2.72,South Africa,"Business Management, Environmental Conservation, Education Technology",Background description for student 305,Undergraduate
STU0306,Student 306,Law,3.09,Australia,"Education Technology, Medical Research, Data Analysis",Background description for student 306,Undergraduate
STU0307,Student 307,Arts,3.23,USA,"Environmental Conservation, Medical Research, Creative Arts",Background description for student 307,Masters
STU0308,Student 308,Education,2.93,India,"Machine Learning, Data Analysis, Legal Studies",Background description for student 308,Undergraduate
STU0309,Student 309,Business,3.35,Australia,"Data Analysis, Machine Learning, Creative Arts",Background description for student 309,Masters
STU0310,Student 310,Computer Science,3.21,India,"Environmental Conservation, Creative Arts, Business Management",Background description for student 310,Undergraduate
STU0311,Student 311,Computer Science,3.89,UAE,"AI, Machine Learning, Data Analysis",Background description for student 311,Undergraduate
STU0312,Student 312,Medicine,3.17,Canada,"Data Analysis, Medical Research, Legal Studies",Background description for student 312,PhD
STU0313,Student 313,Engineering,3.32,UAE,"Web Development, Business Management, Data Analysis",Background description for student 313,PhD
STU0314,Student 314,Data Science,2.73,India,"Legal Studies, Medical Research, AI",Background description for student 314,Masters
STU0315,Student 315,Engineering,3.07,South Africa,"Machine Learning, Business Management, Data Analysis",Background description for student 315,Masters
STU0316,Student 316,Data Science,2.31,Australia,"Business Management, Creative Arts, Data Analysis",Background description for student 316,Masters
STU0317,Student 317,Environmental Science,3.73,Australia,"Education Technology, Legal Studies, Machine Learning",Background description for student 317,PhD
STU0318,Student 318,Data Science,2.53,Brazil,"Creative Arts, Legal Studies, Machine Learning",Background description for student 318,Masters
STU0319,Student 319,Law,3.44,UK,"Education Technology, Medical Research, Creative Arts",Background description for student 319,Masters
STU0320,Student 320,Education,3.65,Germany,"Legal Studies, Machine Learning, Business Management",Background description for student 320,PhD
STU0321,Student 321,Education,3.33,Brazil,"Business Management, Web Development, Education Technology",Background description for student 321,Undergraduate
STU0322,Student 322,Arts,3.29,UK,"Web Development, Medical Research, Environmental Conservation",Background description for student 322,Masters
STU0323,Student 323,Engineering,2.85,Australia,"AI, Medical Research, Web Development",Background description for student 323,PhD
STU0324,Student 324,Medicine,3.19,UK,"Medical Research, Legal Studies, Environmental Conservation",Background description for student 324,Masters
STU0325,Student 325,Law,2.51,UAE,"Business Management, Environmental Conservation, Machine Learning",Background description for student 325,Masters
STU0326,Student 326,Law,2.98,Japan,"Environmental Conservation, Creative Arts, Medical Research",Background description for student 326,Masters
STU0327,Student 327,Engineering,3.26,Germany,"Legal Studies, Business Management, Medical Research",Background description for student 327,Masters
STU0328,Student 328,Education,2.93,Canada,"Business Management, Environmental Conservation, Data Analysis",Background description for student 328,Undergraduate
STU0329,Student 329,Computer Science,2.64,South Africa,"Environmental Conservation, Business Management, Education Technology",Background description for student 329,Undergraduate
STU0330,Student 330,Environmental Science,2.36,Australia,"Web Development, Machine Learning, AI",Background description for student 330,Masters
STU0331,Student 331,Engineering,3.36,Canada,"Machine Learning, Environmental Conservation, Education Technology",Background description for student 331,Masters
STU0332,Student 332,Environmental Science,3.18,UAE,"Legal Studies, Creative Arts, Web Development",Background description for student 332,Undergraduate
STU0333,Student 333,Environmental Science,3.33,Germany,"Medical Research, Education Technology, Machine Learning",Background description for student 333,Masters
STU0334,Student 334,Education,2.4,Canada,"Medical Research, Legal Studies, AI",Background description for student 334,Masters
STU0335,Student 335,Business,3.15,Canada,"Legal Studies, AI, Data Analysis",Background description for student 335,Masters
STU0336,Student 336,Business,3.22,Japan,"Machine Learning, Education Technology, Business Management",Background description for student 336,Masters
STU0337,Student 337,Computer Science,2.65,UAE,"Creative Arts, Data Analysis, Web Development",Background description for student 337,PhD
STU0338,Student 338,Arts,3.32,Brazil,"Business Management, Medical Research, AI",Background description for student 338,Masters
STU0339,Student 339,Medicine,3.64,Australia,"Business Management, AI, Environmental Conservation",Background description for student 339,PhD
STU0340,Student 340,Environmental Science,3.13,Australia,"AI, Business Management, Legal Studies",Background description for student 340,Undergraduate
STU0341,Student 341,Arts,2.33,USA,"AI, Education Technology, Creative Arts",Background description for student 341,Masters
STU0342,Student 342,Engineering,2.74,Japan,"Business Management, Web Development, Education Technology",Background description for student 342,PhD
STU0343,Student 343,Environmental Science,3.04,UAE,"Education Technology, Web Development, Environmental Conservation",Background description for student 343,Masters
STU0344,Student 344,Law,3.21,Australia,"Data Analysis, Education Technology, Legal Studies",Background description for student 344,Masters
STU0345,Student 345,Business,3.02,Canada,"Creative Arts, Legal Studies, Medical Research",Background description for student 345,Masters
STU0346,Student 346,Education,3.76,Germany,"Creative Arts, Environmental Conservation, Education Technology",Background description for student 346,PhD
STU0347,Student 347,Arts,3.88,India,"Business Management, Legal Studies, Education Technology",Background description for student 347,Undergraduate
STU0348,Student 348,Business,3.98,Canada,"Business Management, Medical Research, Machine Learning",Background description for student 348,Undergraduate
STU0349,Student 349,Medicine,3.26,UAE,"Data Analysis, Business Management, Environmental Conservation",Background description for student 349,PhD
STU0350,Student 350,Arts,4.01,India,"Business Management, AI, Legal Studies",Background description for student 350,PhD
STU0351,Student 351,Data Science,2.87,Australia,"Medical Research, Legal Studies, AI",Background description for student 351,Masters
STU0352,Student 352,Environmental Science,4.12,UAE,"Legal Studies, Business Management, Education Technology",Background description for student 352,Masters
STU0353,Student 353,Education,2.39,Brazil,"Data Analysis, Web Development, Creative Arts",Background description for student 353,PhD
STU0354,Student 354,Arts,3.77,Brazil,"Education Technology, AI, Environmental Conservation",Background description for student 354,PhD
STU0355,Student 355,Arts,3.14,UAE,"Creative Arts, Machine Learning, Data Analysis",Background description for student 355,PhD
STU0356,Student 356,Computer Science,3.45,Brazil,"Legal Studies, Creative Arts, Data Analysis",Background description for student 356,Masters
STU0357,Student 357,Business,3.15,UK,"Web Development, Data Analysis, Legal Studies",Background description for student 357,Masters
STU0358,Student 358,Environmental Science,3.11,Australia,"Creative Arts, Environmental Conservation, AI",Background description for student 358,Masters
STU0359,Student 359,Law,2.76,Germany,"Business Management, Web Development, Education Technology",Background description for student 359,Masters
STU0360,Student 360,Medicine,3.54,Japan,"Medical Research, Web Development, Data Analysis",Background description for student 360,PhD
STU0361,Student 361,Arts,3.79,USA,"Education Technology, Creative Arts, Legal Studies",Background description for student 361,Undergraduate
STU0362,Student 362,Environmental Science,3.52,South Africa,"Data Analysis, Machine Learning, Web Development",Background description for student 362,Undergraduate
STU0363,Student 363,Data Science,3.21,India,"Machine Learning, Medical Research, AI",Background description for student 363,PhD
STU0364,Student 364,Environmental Science,3.48,Canada,"AI, Machine Learning, Web Development",Background description for student 364,Undergraduate
STU0365,Student 365,Arts,3.29,Brazil,"AI, Education Technology, Creative Arts",Background description for student 365,Undergraduate
STU0366,Student 366,Environmental Science,2.66,Australia,"Creative Arts, Legal Studies, Business Management",Background description for student 366,Masters
STU0367,Student 367,Medicine,3.21,South Africa,"Education Technology, Data Analysis, Machine Learning",Background description for student 367,Undergraduate
STU0368,Student 368,Law,3.25,Canada,"Education Technology, Environmental Conservation, Creative Arts",Background description for student 368,Undergraduate
STU0369,Student 369,Data Science,3.42,UK,"Web Development, Medical Research, AI",Background description for student 369,Undergraduate
STU0370,Student 370,Engineering,2.23,UAE,"Education Technology, Business Management, Medical Research",Background description for student 370,Masters
STU0371,Student 371,Computer Science,3.74,Japan,"Education Technology, Web Development, Business Management",Background description for student 371,Masters
STU0372,Student 372,Education,3.16,USA,"Creative Arts, Medical Research, Machine Learning",Background description for student 372,PhD
STU0373,Student 373,Environmental Science,3.16,South Africa,"Legal Studies, Education Technology, AI",Background description for student 373,Masters
STU0374,Student 374,Arts,3.19,USA,"Legal Studies, AI, Data Analysis",Background description for student 374,PhD
STU0375,Student 375,Medicine,3.48,Canada,"Environmental Conservation, Creative Arts, Education Technology",Background description for student 375,Undergraduate
STU0376,Student 376,Education,3.9,Australia,"Education Technology, Legal Studies, Web Development",Background description for student 376,Masters
STU0377,Student 377,Computer Science,3.96,Canada,"Web Development, Education Technology, Data Analysis",Background description for student 377,Masters
STU0378,Student 378,Environmental Science,3.13,Germany,"Creative Arts, Medical Research, Business Management",Background description for student 378,Masters
STU0379,Student 379,Medicine,2.61,Canada,"Business Management, Data Analysis, Creative Arts",Background description for student 379,Undergraduate
STU0380,Student 380,Law,3.37,India,"Machine Learning, Creative Arts, Medical Research",Background description for student 380,Undergraduate
STU0381,Student 381,Arts,2.87,Japan,"Creative Arts, Data Analysis, AI",Background description for student 381,Undergraduate
STU0382,Student 382,Law,3.7,Australia,"Medical Research, Education Technology, Data Analysis",Background description for student 382,PhD
STU0383,Student 383,Engineering,4.05,Brazil,"Legal Studies, Education Technology, AI",Background description for student 383,Masters
STU0384,Student 384,Environmental Science,3.04,India,"Web Development, Machine Learning, Education Technology",Background description for student 384,Masters
STU0385,Student 385,Environmental Science,3.63,India,"Business Management, Web Development, Legal Studies",Background description for student 385,PhD
STU0386,Student 386,Business,3.58,Canada,"Web Development, Medical Research, Machine Learning",Background description for student 386,Masters
STU0387,Student 387,Medicine,3.04,South Africa,"Machine Learning, Web Development, Education Technology",Background description for student 387,Masters
STU0388,Student 388,Law,2.69,Australia,"Data Analysis, Education Technology, Creative Arts",Background description for student 388,Masters
STU0389,Student 389,Computer Science,3.84,South Africa,"Web Development, Machine Learning, Education Technology",Background description for student 389,Masters
STU0390,Student 390,Business,3.16,USA,"Legal Studies, Creative Arts, Business Management",Background description for student 390,Undergraduate
STU0391,Student 391,Engineering,3.44,India,"Web Development, Legal Studies, Business Management",Background description for student 391,Masters
STU0392,Student 392,Business,3.44,USA,"Medical Research, Data Analysis, Web Development",Background description for student 392,PhD
STU0393,Student 393,Arts,4.14,UAE,"Medical Research, Business Management, Data Analysis",Background description for student 393,Masters
STU0394,Student 394,Engineering,2.88,South Africa,"Education Technology, Data Analysis, Machine Learning",Background description for student 394,Masters
STU0395,Student 395,Computer Science,2.36,UK,"Medical Research, Legal Studies, Education Technology",Background description for student 395,PhD
STU0396,Student 396,Law,3.56,Germany,"AI, Business Management, Machine Learning",Background description for student 396,PhD
STU0397,Student 397,Data Science,2.77,USA,"AI, Education Technology, Creative Arts",Background description for student 397,Masters
STU0398,Student 398,Law,3.03,USA,"Legal Studies, Web Development, Business Management",Background description for student 398,Masters
STU0399,Student 399,Engineering,2.58,Canada,"Data Analysis, Environmental Conservation, Medical Research",Background description for student 399,PhD
STU0400,Student 400,Medicine,2.12,UAE,"Medical Research, Business Management, Machine Learning",Background description for student 400,PhD
STU0401,Student 401,Business,3.36,India,"Legal Studies, Medical Research, Machine Learning",Background description for student 401,Masters
STU0402,Student 402,Business,3.58,UAE,"Creative Arts, Environmental Conservation, AI",Background description for student 402,Undergraduate
STU0403,Student 403,Environmental Science,3.19,South Africa,"Web Development, Creative Arts, Data Analysis",Background description for student 403,Masters
STU0404,Student 404,Environmental Science,3.15,Germany,"Environmental Conservation, Medical Research, Data Analysis",Background description for student 404,Masters
STU0405,Student 405,Data Science,3.69,Japan,"AI, Data Analysis, Medical Research",Background description for student 405,Undergraduate
STU0406,Student 406,Computer Science,2.54,Brazil,"Legal Studies, Web Development, Creative Arts",Background description for student 406,Undergraduate
STU0407,Student 407,Data Science,3.63,UK,"Creative Arts, Business Management, Environmental Conservation",Background description for student 407,PhD
STU0408,Student 408,Engineering,2.85,Canada,"Medical Research, Machine Learning, Education Technology",Background description for student 408,PhD
STU0409,Student 409,Education,3.92,Japan,"AI, Creative Arts, Machine Learning",Background description for student 409,Masters
STU0410,Student 410,Education,2.83,Japan,"Business Management, AI, Education Technology",Background description for student 410,PhD
STU0411,Student 411,Business,2.53,UK,"Data Analysis, Web Development, AI",Background description for student 411,PhD
STU0412,Student 412,Medicine,3.9,USA,"Creative Arts, Web Development, Environmental Conservation",Background description for student 412,Masters
STU0413,Student 413,Education,3.8,UAE,"Data Analysis, Machine Learning, Business Management",Background description for student 413,PhD
STU0414,Student 414,Arts,2.34,Canada,"Medical Research, AI, Legal Studies",Background description for student 414,Undergraduate
STU0415,Student 415,Arts,2.75,Australia,"Education Technology, Machine Learning, Data Analysis",Background description for student 415,PhD
STU0416,Student 416,Computer Science,3.19,Canada,"AI, Machine Learning, Education Technology",Background description for student 416,PhD
STU0417,Student 417,Computer Science,1.91,Australia,"Legal Studies, Medical Research, Business Management",Background description for student 417,PhD
STU0418,Student 418,Medicine,4.11,USA,"Environmental Conservation, Machine Learning, Business Management",Background description for student 418,PhD
STU0419,Student 419,Education,3.7,South Africa,"Machine Learning, Legal Studies, Data Analysis",Background description for student 419,PhD
STU0420,Student 420,Medicine,2.66,Germany,"Machine Learning, Environmental Conservation, Legal Studies",Background description for student 420,Undergraduate
STU0421,Student 421,Education,3.06,Australia,"Environmental Conservation, Data Analysis, Creative Arts",Background description for student 421,Undergraduate
STU0422,Student 422,Environmental Science,3.82,Australia,"Creative Arts, Education Technology, Environmental Conservation",Background description for student 422,Masters
STU0423,Student 423,Arts,3.64,Germany,"Machine Learning, Education Technology, AI",Background description for student 423,Undergraduate
STU0424,Student 424,Law,3.35,Germany,"Medical Research, Environmental Conservation, Education Technology",Background description for student 424,PhD
STU0425,Student 425,Law,2.95,Canada,"AI, Education Technology, Legal Studies",Background description for student 425,PhD
STU0426,Student 426,Business,3.25,Canada,"Creative Arts, Medical Research, Education Technology",Background description for student 426,Undergraduate
STU0427,Student 427,Business,3.12,UK,"Legal Studies, Environmental Conservation, Data Analysis",Background description for student 427,PhD
STU0428,Student 428,Environmental Science,3.0,South Africa,"Environmental Conservation, Creative Arts, Legal Studies",Background description for student 428,PhD
STU0429,Student 429,Data Science,2.82,India,"Medical Research, AI, Machine Learning",Background description for student 429,PhD
STU0430,Student 430,Computer Science,3.37,USA,"Education Technology, Environmental Conservation, Machine Learning",Background description for student 430,PhD
STU0431,Student 431,Arts,2.79,Japan,"Medical Research, Business Management, AI",Background description for student 431,Undergraduate
STU0432,Student 432,Arts,3.41,South Africa,"Education Technology, Medical Research, Legal Studies",Background description for student 432,PhD
STU0433,Student 433,Business,3.63,Germany,"AI, Machine Learning, Environmental Conservation",Background description for student 433,Masters
STU0434,Student 434,Environmental Science,3.14,Japan,"Education Technology, Legal Studies, Creative Arts",Background description for student 434,Masters
STU0435,Student 435,Education,2.21,UK,"Data Analysis, Business Management, Legal Studies",Background description for student 435,PhD
STU0436,Student 436,Engineering,3.2,South Africa,"Medical Research, Business Management, Data Analysis",Background description for student 436,Masters
STU0437,Student 437,Data Science,2.9,Brazil,"Creative Arts, Legal Studies, AI",Background description for student 437,PhD
STU0438,Student 438,Arts,3.65,Brazil,"Machine Learning, Business Management, Medical Research",Background description for student 438,PhD
STU0439,Student 439,Computer Science,3.57,Brazil,"Creative Arts, Education Technology, Data Analysis",Background description for student 439,Undergraduate
STU0440,Student 440,Business,3.81,UAE,"Medical Research, AI, Legal Studies",Background description for student 440,Masters
STU0441,Student 441,Engineering,3.04,India,"Machine Learning, Web Development, Medical Research",Background description for student 441,PhD
STU0442,Student 442,Arts,3.78,Brazil,"Medical Research, Data Analysis, Creative Arts",Background description for student 442,PhD
STU0443,Student 443,Data Science,4.07,Germany,"Business Management, Legal Studies, Creative Arts",Background description for student 443,Masters
STU0444,Student 444,Computer Science,3.48,Canada,"Business Management, Environmental Conservation, Medical Research",Background description for student 444,Undergraduate
STU0445,Student 445,Medicine,3.94,Germany,"Legal Studies, Web Development, Education Technology",Background description for student 445,Undergraduate
STU0446,Student 446,Environmental Science,2.29,Australia,"Medical Research, Legal Studies, Education Technology",Background description for student 446,Undergraduate
STU0447,Student 447,Arts,3.64,Germany,"Data Analysis, AI, Legal Studies",Background description for student 447,Masters
STU0448,Student 448,Education,3.6,Brazil,"Legal Studies, Data Analysis, Environmental Conservation",Background description for student 448,Masters
STU0449,Student 449,Data Science,3.92,India,"Education Technology, Data Analysis, Business Management",Background description for student 449,PhD
STU0450,Student 450,Data Science,3.25,USA,"Data Analysis, Machine Learning, AI",Background description for student 450,Masters
STU0451,Student 451,Environmental Science,3.44,India,"Environmental Conservation, Medical Research, Web Development",Background description for student 451,PhD
STU0452,Student 452,Medicine,3.98,Australia,"Machine Learning, Business Management, Medical Research",Background description for student 452,PhD
STU0453,Student 453,Data Science,3.44,Australia,"Business Management, AI, Medical Research",Background description for student 453,PhD
STU0454,Student 454,Environmental Science,3.28,Japan,"Medical Research, Web Development, Data Analysis",Background description for student 454,Masters
STU0455,Student 455,Environmental Science,2.15,Brazil,"Data Analysis, Medical Research, Legal Studies",Background description for student 455,Masters
STU0456,Student 456,Law,3.76,Brazil,"Education Technology, AI, Machine Learning",Background description for student 456,PhD
STU0457,Student 457,Data Science,3.65,India,"Education Technology, Environmental Conservation, Machine Learning",Background description for student 457,Undergraduate
STU0458,Student 458,Environmental Science,3.89,UAE,"Legal Studies, Medical Research, Machine Learning",Background description for student 458,Undergraduate
STU0459,Student 459,Engineering,3.52,Brazil,"Business Management, Legal Studies, Data Analysis",Background description for student 459,Undergraduate
STU0460,Student 460,Data Science,4.5,Brazil,"Legal Studies, Business Management, Education Technology",Background description for student 460,Masters
STU0461,Student 461,Education,3.22,Japan,"Education Technology, Web Development, Creative Arts",Background description for student 461,Undergraduate
STU0462,Student 462,Engineering,2.8,South Africa,"AI, Business Management, Medical Research",Background description for student 462,PhD
STU0463,Student 463,Education,2.81,UAE,"Education Technology, Machine Learning, AI",Background description for student 463,PhD
STU0464,Student 464,Computer Science,3.94,Germany,"Legal Studies, Web Development, Education Technology",Background description for student 464,PhD
STU0465,Student 465,Education,4.02,USA,"Data Analysis, Business Management, Creative Arts",Background description for student 465,PhD
STU0466,Student 466,Law,3.54,Brazil,"Business Management, AI, Data Analysis",Background description for student 466,Masters
STU0467,Student 467,Arts,3.22,USA,"Business Management, Environmental Conservation, AI",Background description for student 467,PhD
STU0468,Student 468,Arts,3.22,Australia,"Legal Studies, Environmental Conservation, Education Technology",Background description for student 468,Masters
STU0469,Student 469,Law,3.26,South Africa,"Data Analysis, Creative Arts, AI",Background description for student 469,Masters
STU0470,Student 470,Arts,2.67,South Africa,"Legal Studies, Data Analysis, Creative Arts",Background description for student 470,Undergraduate
STU0471,Student 471,Education,3.34,Japan,"AI, Business Management, Education Technology",Background description for student 471,Masters
STU0472,Student 472,Arts,2.09,USA,"Data Analysis, AI, Machine Learning",Background description for student 472,Undergraduate
STU0473,Student 473,Arts,3.13,UK,"Business Management, Web Development, Education Technology",Background description for student 473,PhD
STU0474,Student 474,Business,4.37,Brazil,"Machine Learning, Business Management, Legal Studies",Background description for student 474,Undergraduate
STU0475,Student 475,Medicine,3.57,UK,"Web Development, Legal Studies, Machine Learning",Background description for student 475,PhD
STU0476,Student 476,Environmental Science,2.94,UK,"Web Development, Creative Arts, Business Management",Background description for student 476,Undergraduate
STU0477,Student 477,Medicine,4.01,UK,"Education Technology, Web Development, Business Management",Background description for student 477,PhD
STU0478,Student 478,Data Science,2.82,UK,"Machine Learning, Web Development, Education Technology",Background description for student 478,Undergraduate
STU0479,Student 479,Law,3.91,Canada,"Environmental Conservation, Creative Arts, Education Technology",Background description for student 479,PhD
STU0480,Student 480,Data Science,3.03,Australia,"AI, Creative Arts, Web Development",Background description for student 480,Undergraduate
STU0481,Student 481,Computer Science,3.1,USA,"Creative Arts, Data Analysis, Education Technology",Background description for student 481,Masters
STU0482,Student 482,Data Science,2.89,Japan,"Web Development, Environmental Conservation, Data Analysis",Background description for student 482,Undergraduate
STU0483,Student 483,Medicine,3.83,Japan,"Data Analysis, Legal Studies, Machine Learning",Background description for student 483,Masters
STU0484,Student 484,Environmental Science,3.53,USA,"Education Technology, Environmental Conservation, Web Development",Background description for student 484,Undergraduate
STU0485,Student 485,Engineering,4.0,Canada,"Web Development, Education Technology, Medical Research",Background description for student 485,Undergraduate
STU0486,Student 486,Business,3.37,India,"Education Technology, Business Management, Environmental Conservation",Background description for student 486,PhD
STU0487,Student 487,Business,2.78,USA,"Medical Research, Machine Learning, Environmental Conservation",Background description for student 487,PhD
STU0488,Student 488,Medicine,3.14,Brazil,"Education Technology, Medical Research, AI",Background description for student 488,Undergraduate
STU0489,Student 489,Data Science,2.07,South Africa,"Medical Research, Creative Arts, Data Analysis",Background description for student 489,PhD
STU0490,Student 490,Engineering,2.78,USA,"Data Analysis, Business Management, Web Development",Background description for student 490,Undergraduate
STU0491,Student 491,Arts,3.01,Australia,"Creative Arts, Machine Learning, Web Development",Background description for student 491,PhD
STU0492,Student 492,Education,3.52,Australia,"Legal Studies, Data Analysis, Education Technology",Background description for student 492,PhD
STU0493,Student 493,Environmental Science,3.05,South Africa,"AI, Medical Research, Education Technology",Background description for student 493,Masters
STU0494,Student 494,Law,2.75,Brazil,"Environmental Conservation, Web Development, Business Management",Background description for student 494,Undergraduate
STU0495,Student 495,Business,3.11,USA,"Data Analysis, Creative Arts, Medical Research",Background description for student 495,Masters
STU0496,Student 496,Arts,3.41,South Africa,"Data Analysis, Education Technology, Creative Arts",Background description for student 496,Masters
STU0497,Student 497,Environmental Science,3.95,Brazil,"Web Development, Creative Arts, Business Management",Background description for student 497,Masters
STU0498,Student 498,Business,4.73,Germany,"Environmental Conservation, Web Development, Education Technology",Background description for student 498,Masters
STU0499,Student 499,Medicine,3.85,Japan,"Machine Learning, AI, Creative Arts",Background description for student 499,PhD
STU0500,Student 500,Computer Science,2.83,India,"Data Analysis, Machine Learning, Education Technology",Background description for student 500,Undergraduate
STU0501,Student 501,Computer Science,2.33,Germany,"Environmental Conservation, Machine Learning, AI",Background description for student 501,Masters
STU0502,Student 502,Computer Science,2.93,Australia,"Machine Learning, Web Development, Medical Research",Background description for student 502,PhD
STU0503,Student 503,Arts,3.26,Australia,"Data Analysis, Education Technology, Creative Arts",Background description for student 503,PhD
STU0504,Student 504,Engineering,3.64,Canada,"Environmental Conservation, Machine Learning, Creative Arts",Background description for student 504,Undergraduate
STU0505,Student 505,Business,3.75,Canada,"Medical Research, Data Analysis, Web Development",Background description for student 505,PhD
STU0506,Student 506,Environmental Science,3.81,USA,"Web Development, Legal Studies, Business Management",Background description for student 506,Masters
STU0507,Student 507,Environmental Science,2.84,Germany,"Legal Studies, AI, Environmental Conservation",Background description for student 507,Undergraduate
