student_id,scholarship_id,rating,interaction_type
STU0167,S0072,1,application
STU0167,S0019,2,save
STU0167,S0138,2,click
STU0168,S0140,2,click
STU0168,S0124,4,application
STU0168,S0014,2,application
STU0168,S0083,2,application
STU0168,S0115,2,click
STU0168,S0065,2,click
STU0168,S0147,1,click
STU0168,S0110,4,click
STU0168,S0046,4,application
STU0168,S0106,4,application
STU0168,S0114,3,click
STU0168,S0133,3,application
STU0168,S0138,2,click
STU0169,S0097,3,click
STU0169,S0049,2,click
STU0169,S0159,3,application
STU0169,S0126,2,save
STU0169,S0029,3,application
STU0170,S0040,2,application
STU0170,S0168,1,click
STU0170,S0094,3,click
STU0170,S0108,3,application
STU0170,S0008,3,application
STU0170,S0141,2,click
STU0170,S0014,3,click
STU0170,S0042,4,click
STU0170,S0075,3,save
STU0170,S0057,2,save
STU0170,S0099,3,save
STU0170,S0029,2,click
STU0170,S0133,2,application
STU0170,S0078,3,application
STU0170,S0041,4,application
STU0170,S0117,3,application
STU0170,S0100,2,click
STU0171,S0087,1,application
STU0171,S0055,1,click
STU0171,S0100,1,application
STU0171,S0133,2,application
STU0171,S0110,4,application
STU0171,S0028,3,save
STU0171,S0120,2,click
STU0171,S0152,2,application
STU0171,S0131,3,application
STU0171,S0022,2,click
STU0171,S0008,2,application
STU0171,S0173,2,application
STU0171,S0068,1,save
STU0171,S0189,2,application
STU0171,S0075,2,save
STU0171,S0079,3,save
STU0171,S0196,2,save
STU0171,S0014,3,save
STU0172,S0138,3,save
STU0172,S0010,2,save
STU0172,S0003,3,save
STU0172,S0114,2,application
STU0172,S0022,1,application
STU0172,S0076,2,application
STU0172,S0085,2,save
STU0172,S0058,2,save
STU0172,S0082,2,click
STU0172,S0100,3,save
STU0173,S0152,3,application
STU0173,S0040,3,application
STU0173,S0082,3,click
STU0173,S0182,3,save
STU0173,S0161,2,save
STU0173,S0020,3,save
STU0173,S0106,3,save
STU0173,S0130,3,click
STU0173,S0101,3,click
STU0173,S0065,2,click
STU0173,S0016,2,application
STU0173,S0031,4,application
STU0173,S0014,3,click
STU0173,S0160,2,click
STU0173,S0137,2,save
STU0173,S0192,2,application
STU0173,S0075,3,save
STU0173,S0095,1,save
STU0174,S0092,3,application
STU0174,S0028,3,click
STU0174,S0096,2,application
STU0174,S0004,2,application
STU0174,S0033,3,save
STU0174,S0064,2,click
STU0174,S0176,2,save
STU0174,S0086,4,save
STU0174,S0123,3,application
STU0174,S0127,2,application
STU0174,S0023,1,click
STU0174,S0159,4,save
STU0174,S0180,3,save
STU0174,S0052,3,save
STU0174,S0104,2,save
STU0174,S0087,2,application
STU0174,S0145,1,application
STU0174,S0007,4,click
STU0175,S0091,2,click
STU0175,S0126,2,application
STU0175,S0085,3,application
STU0175,S0036,2,click
STU0175,S0053,2,click
STU0175,S0175,3,click
STU0175,S0182,3,click
STU0176,S0033,4,application
STU0176,S0099,3,application
STU0176,S0110,3,application
STU0176,S0023,2,application
STU0176,S0130,3,application
STU0176,S0111,3,click
STU0176,S0020,2,application
STU0176,S0192,2,save
STU0176,S0039,3,save
STU0176,S0178,3,click
STU0176,S0107,3,save
STU0176,S0175,3,application
STU0176,S0030,2,save
STU0176,S0048,2,click
STU0176,S0085,2,save
STU0176,S0193,3,save
STU0177,S0151,4,save
STU0177,S0018,2,application
STU0177,S0059,1,click
STU0177,S0183,3,save
STU0177,S0126,4,application
STU0177,S0170,2,save
STU0177,S0073,4,click
STU0177,S0101,3,save
STU0177,S0047,2,application
STU0177,S0005,5,click
STU0177,S0113,4,application
STU0177,S0169,2,save
STU0177,S0054,3,application
STU0177,S0042,4,application
STU0177,S0146,3,save
STU0178,S0049,3,application
STU0178,S0138,4,application
STU0178,S0135,3,application
STU0178,S0020,1,application
STU0178,S0158,2,save
STU0178,S0093,2,application
STU0179,S0001,2,save
STU0179,S0139,4,save
STU0179,S0080,2,application
STU0179,S0136,1,application
STU0179,S0073,3,application
STU0179,S0020,3,click
STU0179,S0128,3,application
STU0179,S0147,2,application
STU0180,S0043,3,click
STU0180,S0029,3,click
STU0180,S0050,3,application
STU0180,S0171,3,application
STU0180,S0052,4,application
STU0180,S0002,3,save
STU0180,S0095,2,application
STU0180,S0127,3,save
STU0180,S0147,2,click
STU0180,S0146,3,click
STU0180,S0100,3,save
STU0180,S0023,2,save
STU0181,S0144,2,application
STU0181,S0070,2,click
STU0181,S0050,2,click
STU0181,S0167,3,save
STU0181,S0115,1,application
STU0181,S0026,2,save
STU0181,S0034,3,save
STU0182,S0121,2,click
STU0182,S0195,2,click
STU0182,S0161,4,click
STU0182,S0176,2,save
STU0182,S0101,2,click
STU0182,S0190,3,application
STU0182,S0097,2,application
STU0183,S0151,2,click
STU0183,S0104,3,save
STU0183,S0110,2,click
STU0183,S0170,3,click
STU0183,S0002,2,save
STU0183,S0156,2,save
STU0183,S0078,5,application
STU0183,S0126,2,click
STU0183,S0121,4,application
STU0183,S0179,2,click
STU0183,S0120,3,click
STU0183,S0044,4,save
STU0183,S0180,2,save
STU0183,S0010,1,save
STU0183,S0114,3,save
STU0183,S0194,4,save
STU0184,S0014,1,application
STU0184,S0035,3,click
STU0184,S0150,2,save
STU0184,S0085,3,save
STU0184,S0023,2,click
STU0184,S0162,3,save
STU0184,S0160,3,application
STU0184,S0118,2,click
STU0184,S0132,3,click
STU0184,S0165,2,save
STU0185,S0150,2,save
STU0185,S0019,3,save
STU0185,S0168,2,click
STU0185,S0093,2,save
STU0185,S0032,4,application
STU0185,S0120,2,application
STU0186,S0087,2,application
STU0186,S0036,4,click
STU0186,S0068,2,save
STU0186,S0077,3,click
STU0186,S0148,2,click
STU0186,S0011,3,click
STU0186,S0003,3,save
STU0186,S0012,3,click
STU0186,S0109,2,application
STU0186,S0167,3,save
STU0186,S0158,4,application
STU0186,S0015,2,click
STU0186,S0046,3,save
STU0187,S0023,3,application
STU0187,S0168,3,application
STU0187,S0008,2,application
STU0187,S0067,2,application
STU0187,S0111,2,click
STU0187,S0055,4,save
STU0187,S0169,3,click
STU0187,S0052,3,application
STU0187,S0082,3,save
STU0187,S0171,3,click
STU0187,S0010,2,click
STU0187,S0195,4,application
STU0187,S0180,3,save
STU0187,S0159,4,save
STU0187,S0196,3,click
STU0187,S0102,3,save
STU0187,S0160,2,click
STU0187,S0089,3,click
STU0188,S0147,2,save
STU0188,S0089,3,save
STU0188,S0146,3,application
STU0188,S0187,3,application
STU0188,S0179,2,application
STU0188,S0077,2,application
STU0188,S0055,2,application
STU0188,S0060,3,application
STU0188,S0199,3,application
STU0189,S0009,3,click
STU0189,S0003,2,application
STU0189,S0097,3,application
STU0189,S0112,3,application
STU0189,S0122,2,application
STU0189,S0168,2,save
STU0189,S0057,3,click
STU0189,S0178,4,application
STU0189,S0099,3,click
STU0189,S0120,1,save
STU0189,S0149,3,save
STU0189,S0018,2,click
STU0189,S0126,1,application
STU0189,S0088,3,application
STU0190,S0099,3,click
STU0190,S0168,4,save
STU0190,S0041,3,application
STU0190,S0007,3,application
STU0190,S0054,2,application
STU0190,S0034,1,click
STU0190,S0100,2,application
STU0190,S0049,2,click
STU0190,S0038,2,save
STU0190,S0030,2,application
STU0190,S0147,5,click
STU0190,S0144,3,application
STU0190,S0036,3,application
STU0190,S0052,3,click
STU0190,S0121,2,application
STU0190,S0185,2,click
STU0190,S0043,3,save
STU0191,S0083,1,save
STU0191,S0002,1,application
STU0191,S0062,3,application
STU0191,S0070,3,application
STU0191,S0077,2,click
STU0191,S0176,3,save
STU0191,S0163,1,save
STU0191,S0178,1,application
STU0191,S0149,2,application
STU0191,S0107,2,save
STU0192,S0078,3,save
STU0192,S0122,3,click
STU0192,S0016,4,click
STU0192,S0114,4,save
STU0192,S0054,3,save
STU0192,S0053,1,application
STU0193,S0140,4,save
STU0193,S0018,2,save
STU0193,S0099,4,save
STU0193,S0147,3,application
STU0193,S0164,4,save
STU0193,S0111,2,click
STU0193,S0060,2,save
STU0193,S0051,2,save
STU0193,S0133,2,save
STU0193,S0063,4,click
STU0193,S0188,3,application
STU0193,S0038,3,application
STU0194,S0165,2,application
STU0194,S0163,1,click
STU0194,S0018,2,save
STU0194,S0197,3,click
STU0194,S0090,4,application
STU0194,S0036,3,application
STU0194,S0108,2,application
STU0195,S0038,2,save
STU0195,S0105,3,save
STU0195,S0037,3,save
STU0195,S0021,3,click
STU0195,S0023,1,click
STU0195,S0005,3,save
STU0195,S0068,2,click
STU0195,S0052,2,save
STU0195,S0015,2,application
STU0195,S0045,4,application
STU0195,S0098,3,application
STU0195,S0113,3,save
STU0195,S0058,2,application
STU0195,S0039,2,application
STU0196,S0152,3,click
STU0196,S0006,3,save
STU0196,S0184,3,application
STU0196,S0125,3,save
STU0196,S0020,3,application
STU0196,S0074,4,click
STU0196,S0007,3,save
STU0196,S0197,2,application
STU0196,S0098,3,application
STU0196,S0097,3,application
STU0196,S0002,3,click
STU0196,S0043,3,application
STU0196,S0191,2,application
STU0196,S0057,2,save
STU0196,S0187,2,save
STU0196,S0100,3,click
STU0196,S0061,3,save
STU0197,S0150,2,application
STU0197,S0148,3,save
STU0197,S0107,2,click
STU0197,S0003,2,application
STU0197,S0034,2,click
STU0197,S0007,4,application
STU0197,S0178,2,save
STU0197,S0046,5,application
STU0197,S0026,3,save
STU0197,S0021,2,application
STU0197,S0056,3,save
STU0197,S0119,2,save
STU0197,S0081,3,save
STU0197,S0073,2,application
STU0197,S0084,3,save
STU0197,S0064,2,application
STU0197,S0162,3,save
STU0197,S0079,1,application
STU0197,S0069,3,click
STU0197,S0020,2,application
STU0198,S0103,2,application
STU0198,S0004,3,save
STU0198,S0058,3,click
STU0198,S0084,2,click
STU0198,S0003,3,application
STU0198,S0137,2,application
STU0199,S0017,2,click
STU0199,S0120,3,application
STU0199,S0183,3,click
STU0199,S0069,4,application
STU0199,S0108,2,click
STU0199,S0058,3,click
STU0199,S0115,2,click
STU0199,S0191,3,application
STU0199,S0164,1,save
STU0199,S0067,4,application
STU0199,S0065,3,application
STU0199,S0047,3,click
STU0199,S0044,3,click
STU0199,S0107,3,application
STU0199,S0110,4,application
STU0199,S0196,2,application
STU0199,S0028,2,application
STU0200,S0105,2,application
STU0200,S0164,1,save
STU0200,S0099,2,save
STU0200,S0102,4,application
STU0200,S0184,3,click
STU0200,S0037,1,save
STU0200,S0084,5,click
STU0200,S0075,2,application
STU0200,S0191,2,save
STU0200,S0013,1,save
STU0200,S0140,3,save
STU0200,S0088,2,application
STU0200,S0090,3,click
STU0200,S0058,3,save
STU0200,S0063,3,application
STU0201,S0067,3,click
STU0201,S0029,3,save
STU0201,S0013,2,click
STU0201,S0162,2,application
STU0201,S0066,4,application
STU0201,S0155,2,application
STU0201,S0075,1,application
STU0201,S0027,4,save
STU0201,S0054,2,save
STU0201,S0131,4,application
STU0201,S0097,2,save
STU0201,S0104,4,click
STU0201,S0085,4,application
STU0201,S0030,3,application
STU0201,S0044,3,application
STU0201,S0086,1,application
STU0201,S0082,2,application
STU0201,S0107,3,save
STU0202,S0048,1,save
STU0202,S0194,3,save
STU0202,S0013,2,application
STU0202,S0129,2,click
STU0202,S0099,2,save
STU0202,S0163,3,save
STU0202,S0003,3,click
STU0202,S0012,3,application
STU0202,S0007,1,save
STU0202,S0059,2,application
STU0202,S0168,2,save
STU0202,S0111,2,application
STU0202,S0093,2,save
STU0202,S0089,2,application
STU0203,S0111,2,application
STU0203,S0089,4,application
STU0203,S0038,3,click
STU0203,S0007,2,click
STU0203,S0119,3,application
STU0203,S0184,3,application
STU0204,S0178,2,save
STU0204,S0017,3,click
STU0204,S0036,2,click
STU0204,S0092,2,click
STU0204,S0129,4,click
STU0204,S0042,3,application
STU0204,S0060,3,click
STU0204,S0120,5,application
STU0204,S0162,3,application
STU0204,S0050,2,click
STU0204,S0029,3,save
STU0204,S0113,2,application
STU0205,S0120,2,click
STU0205,S0067,4,application
STU0205,S0042,3,save
STU0205,S0019,3,application
STU0205,S0132,2,click
STU0205,S0038,2,click
STU0205,S0008,3,application
STU0205,S0157,3,click
STU0205,S0023,4,application
STU0206,S0098,1,save
STU0206,S0124,3,application
STU0206,S0063,1,application
STU0206,S0080,2,click
STU0206,S0136,3,click
STU0206,S0118,4,application
STU0206,S0196,3,application
STU0206,S0047,2,save
STU0206,S0011,2,click
STU0206,S0131,2,application
STU0206,S0112,1,save
STU0206,S0168,3,save
STU0206,S0120,3,application
STU0206,S0046,3,click
STU0206,S0132,3,click
STU0206,S0007,3,application
STU0206,S0129,2,click
STU0207,S0146,1,application
STU0207,S0093,3,click
STU0207,S0027,2,application
STU0207,S0059,3,application
STU0207,S0139,1,click
STU0207,S0132,2,application
STU0207,S0055,1,application
STU0207,S0012,3,click
STU0207,S0024,2,application
STU0207,S0188,2,click
STU0207,S0090,2,save
STU0207,S0018,3,save
STU0207,S0064,3,save
STU0207,S0172,2,application
STU0207,S0148,3,click
STU0207,S0123,2,click
STU0207,S0109,2,application
STU0207,S0199,4,application
STU0207,S0136,2,click
STU0207,S0088,3,click
STU0208,S0063,1,application
STU0208,S0056,2,save
STU0208,S0043,2,save
STU0208,S0069,2,click
STU0208,S0130,2,application
STU0208,S0159,3,save
STU0208,S0005,5,click
STU0208,S0185,3,save
STU0208,S0066,2,application
STU0208,S0002,3,click
STU0208,S0131,2,save
STU0209,S0175,3,application
STU0209,S0053,2,save
STU0209,S0154,3,application
STU0209,S0056,2,click
STU0209,S0046,4,application
STU0209,S0133,3,application
STU0210,S0004,2,click
STU0210,S0087,4,application
STU0210,S0112,2,click
STU0210,S0034,2,click
STU0210,S0101,3,click
STU0210,S0151,2,save
STU0210,S0193,3,save
STU0210,S0142,3,save
STU0210,S0159,2,application
STU0210,S0195,4,save
STU0210,S0009,3,save
STU0210,S0093,3,save
STU0210,S0132,3,save
STU0211,S0129,3,click
STU0211,S0123,2,application
STU0211,S0132,3,application
STU0211,S0157,4,save
STU0211,S0170,3,application
STU0211,S0160,2,save
STU0211,S0109,2,application
STU0211,S0180,4,save
STU0211,S0007,4,save
STU0211,S0073,2,click
STU0211,S0005,3,save
STU0212,S0097,3,click
STU0212,S0126,1,click
STU0212,S0158,2,save
STU0212,S0092,3,click
STU0212,S0096,3,save
STU0212,S0104,2,click
STU0212,S0001,3,click
STU0212,S0071,3,click
STU0212,S0027,2,application
STU0213,S0059,2,application
STU0213,S0138,3,save
STU0213,S0043,4,click
STU0213,S0011,3,click
STU0213,S0186,2,save
STU0213,S0069,4,save
STU0213,S0194,3,save
STU0213,S0136,4,click
STU0213,S0075,3,save
STU0213,S0056,2,application
STU0213,S0193,4,click
STU0213,S0077,2,application
STU0213,S0192,3,application
STU0213,S0055,2,save
STU0213,S0168,1,application
STU0213,S0063,3,save
STU0213,S0190,2,click
STU0213,S0101,3,application
STU0213,S0114,3,save
STU0213,S0185,3,application
STU0214,S0189,4,application
STU0214,S0149,3,save
STU0214,S0190,4,click
STU0214,S0192,4,application
STU0214,S0150,3,save
STU0214,S0145,2,click
STU0214,S0148,2,application
STU0214,S0084,5,click
STU0214,S0093,3,application
STU0214,S0049,3,click
STU0214,S0191,4,click
STU0214,S0011,3,click
STU0214,S0030,3,save
STU0214,S0135,2,click
STU0214,S0054,3,save
STU0214,S0178,1,save
STU0214,S0069,2,save
STU0214,S0152,3,click
STU0214,S0091,3,click
STU0214,S0173,3,click
STU0215,S0183,4,application
STU0215,S0133,3,click
STU0215,S0067,4,save
STU0215,S0033,3,save
STU0215,S0179,2,save
STU0215,S0109,3,click
STU0215,S0014,2,application
STU0215,S0184,3,application
STU0215,S0117,3,save
STU0215,S0176,1,application
STU0215,S0010,2,application
STU0215,S0039,3,click
STU0215,S0058,3,application
STU0215,S0174,3,click
STU0216,S0007,4,save
STU0216,S0196,3,click
STU0216,S0188,3,click
STU0216,S0014,5,application
STU0216,S0179,1,save
STU0216,S0024,4,save
STU0216,S0133,4,click
STU0216,S0139,1,click
STU0217,S0180,3,click
STU0217,S0168,2,save
STU0217,S0095,3,click
STU0217,S0027,3,application
STU0217,S0024,2,application
STU0217,S0182,3,application
STU0218,S0076,2,click
STU0218,S0142,3,application
STU0218,S0028,2,click
STU0218,S0155,3,application
STU0218,S0160,1,save
STU0218,S0044,3,application
STU0218,S0152,2,click
STU0218,S0125,3,save
STU0218,S0144,3,save
STU0218,S0087,3,application
STU0219,S0177,3,click
STU0219,S0068,4,click
STU0219,S0055,2,application
STU0219,S0085,2,save
STU0219,S0199,3,click
STU0219,S0083,3,application
STU0219,S0090,1,click
STU0219,S0025,3,save
STU0219,S0158,2,click
STU0219,S0100,4,save
STU0219,S0110,3,click
STU0219,S0160,2,save
STU0220,S0002,3,click
STU0220,S0099,3,click
STU0220,S0020,3,application
STU0220,S0083,3,save
STU0220,S0135,4,application
STU0220,S0019,4,save
STU0221,S0040,3,application
STU0221,S0095,3,click
STU0221,S0187,2,save
STU0221,S0167,2,click
STU0221,S0125,3,save
STU0221,S0064,2,click
STU0221,S0118,4,click
STU0221,S0036,4,application
STU0221,S0088,2,save
STU0221,S0085,3,click
STU0221,S0190,2,click
STU0221,S0025,2,application
STU0221,S0015,2,click
STU0221,S0104,3,click
STU0221,S0070,2,save
STU0221,S0069,3,click
STU0221,S0157,3,application
STU0221,S0067,2,save
STU0222,S0194,4,click
STU0222,S0071,4,save
STU0222,S0081,3,click
STU0222,S0072,3,click
STU0222,S0067,2,save
STU0222,S0033,2,application
STU0222,S0127,3,click
STU0223,S0067,2,click
STU0223,S0059,2,application
STU0223,S0177,4,save
STU0223,S0072,3,click
STU0223,S0116,3,save
STU0223,S0107,2,application
STU0223,S0159,2,application
STU0223,S0027,3,click
STU0224,S0089,2,save
STU0224,S0169,2,click
STU0224,S0143,3,application
STU0224,S0081,3,save
STU0224,S0102,3,application
STU0224,S0141,2,save
STU0224,S0066,5,save
STU0224,S0156,2,save
STU0224,S0158,4,click
STU0224,S0123,3,click
STU0225,S0200,3,click
STU0225,S0061,3,save
STU0225,S0030,3,save
STU0225,S0020,3,application
STU0225,S0036,2,click
STU0225,S0099,3,click
STU0225,S0090,2,application
STU0225,S0128,2,click
STU0226,S0012,1,application
STU0226,S0129,3,save
STU0226,S0079,4,application
STU0226,S0043,4,save
STU0226,S0045,1,application
STU0226,S0199,1,click
STU0227,S0057,2,save
STU0227,S0129,3,click
STU0227,S0166,2,save
STU0227,S0070,3,save
STU0227,S0198,2,save
STU0227,S0161,2,click
STU0227,S0171,1,application
STU0227,S0117,2,application
STU0227,S0104,1,save
STU0227,S0185,3,click
STU0227,S0130,2,click
STU0227,S0189,3,save
STU0227,S0156,4,save
STU0227,S0091,3,application
STU0227,S0065,3,application
STU0227,S0170,2,save
STU0227,S0109,3,save
STU0228,S0072,3,click
STU0228,S0129,3,application
STU0228,S0047,3,save
STU0228,S0063,2,application
STU0228,S0142,3,click
STU0228,S0149,2,save
STU0228,S0011,3,application
STU0228,S0005,2,click
STU0228,S0152,3,save
STU0228,S0102,3,click
STU0228,S0180,2,click
STU0228,S0043,2,save
STU0228,S0002,2,application
STU0228,S0145,2,click
STU0228,S0148,4,save
STU0228,S0183,3,save
STU0228,S0103,2,save
STU0228,S0171,3,click
STU0228,S0079,2,click
STU0228,S0118,2,click
STU0229,S0139,3,click
STU0229,S0167,3,application
STU0229,S0038,3,save
STU0229,S0169,3,application
STU0229,S0074,4,click
STU0229,S0080,2,application
STU0229,S0029,1,click
STU0229,S0077,2,application
STU0229,S0020,4,click
STU0229,S0100,2,click
STU0229,S0094,1,click
STU0230,S0079,2,click
STU0230,S0176,3,application
STU0230,S0012,4,click
STU0230,S0034,2,application
STU0230,S0097,3,application
STU0230,S0090,3,save
STU0230,S0036,4,save
STU0230,S0019,3,application
STU0230,S0075,1,application
STU0230,S0044,2,click
STU0230,S0136,2,save
STU0231,S0185,1,click
STU0231,S0152,3,click
STU0231,S0141,2,click
STU0231,S0145,4,application
STU0231,S0081,4,application
STU0231,S0116,2,click
STU0231,S0153,3,application
STU0231,S0019,3,save
STU0231,S0139,2,application
STU0231,S0130,1,click
STU0232,S0046,3,application
STU0232,S0194,1,click
STU0232,S0037,3,application
STU0232,S0035,2,save
STU0232,S0139,3,save
STU0232,S0085,2,click
STU0232,S0060,3,application
STU0232,S0054,3,application
STU0232,S0108,2,application
STU0232,S0193,3,click
STU0232,S0178,2,save
STU0232,S0141,2,save
STU0232,S0151,4,save
STU0232,S0014,2,save
STU0232,S0172,2,click
STU0232,S0112,1,click
STU0232,S0079,2,application
STU0232,S0094,3,click
STU0232,S0191,2,click
STU0233,S0020,3,application
STU0233,S0082,3,application
STU0233,S0190,2,application
STU0233,S0163,3,click
STU0233,S0022,1,click
STU0233,S0166,4,click
STU0233,S0125,2,save
STU0233,S0089,2,save
STU0233,S0046,4,application
STU0233,S0006,1,application
STU0233,S0095,1,click
STU0233,S0094,2,application
STU0233,S0159,1,save
STU0233,S0161,3,click
STU0233,S0143,2,save
STU0234,S0003,3,click
STU0234,S0052,3,application
STU0234,S0105,3,click
STU0234,S0063,3,click
STU0234,S0035,2,click
STU0234,S0166,2,save
STU0234,S0199,3,save
STU0234,S0157,2,save
STU0235,S0133,2,click
STU0235,S0190,2,click
STU0235,S0069,3,click
STU0235,S0032,1,save
STU0235,S0162,1,click
STU0235,S0197,3,click
STU0235,S0160,1,click
STU0235,S0163,5,application
STU0235,S0050,3,click
STU0235,S0122,3,click
STU0235,S0192,3,click
STU0235,S0082,3,save
STU0235,S0097,1,save
STU0235,S0091,3,save
STU0235,S0196,3,application
STU0235,S0016,1,save
STU0236,S0144,2,application
STU0236,S0045,5,application
STU0236,S0080,2,application
STU0236,S0099,3,application
STU0236,S0069,4,application
STU0236,S0012,3,click
STU0236,S0187,4,click
STU0236,S0001,2,click
STU0236,S0107,2,save
STU0236,S0100,3,click
STU0236,S0010,2,click
STU0236,S0137,2,click
STU0236,S0184,4,application
STU0236,S0084,2,save
STU0236,S0008,2,save
STU0236,S0032,1,application
STU0236,S0034,3,save
STU0237,S0200,2,save
STU0237,S0139,2,click
STU0237,S0011,3,save
STU0237,S0123,2,click
STU0237,S0186,2,application
STU0237,S0063,2,click
STU0237,S0137,3,application
STU0237,S0169,2,application
STU0237,S0163,3,save
STU0237,S0037,4,save
STU0237,S0134,4,application
STU0237,S0014,2,application
STU0238,S0036,2,application
STU0238,S0010,4,save
STU0238,S0152,1,save
STU0238,S0044,2,application
STU0238,S0189,1,application
STU0238,S0172,3,click
STU0238,S0090,2,save
STU0238,S0183,3,click
STU0239,S0152,4,application
STU0239,S0182,3,save
STU0239,S0121,2,application
STU0239,S0167,2,save
STU0239,S0177,3,save
STU0239,S0160,3,save
STU0239,S0051,3,application
STU0239,S0097,3,save
STU0239,S0198,3,save
STU0239,S0060,1,click
STU0239,S0030,2,application
STU0239,S0186,4,click
STU0239,S0040,4,click
STU0239,S0147,2,application
STU0239,S0145,2,click
STU0239,S0171,2,save
STU0239,S0163,2,click
STU0239,S0090,3,save
STU0239,S0039,2,click
STU0240,S0090,2,application
STU0240,S0136,2,application
STU0240,S0165,2,save
STU0240,S0042,2,click
STU0240,S0122,2,click
STU0240,S0186,2,save
STU0240,S0001,1,application
STU0241,S0186,2,save
STU0241,S0005,3,click
STU0241,S0178,3,save
STU0241,S0126,3,save
STU0241,S0154,3,save
STU0241,S0039,3,save
STU0241,S0197,3,save
STU0241,S0072,3,application
STU0241,S0120,4,save
STU0241,S0118,3,click
STU0241,S0067,4,application
STU0242,S0003,3,save
STU0242,S0092,2,click
STU0242,S0041,2,click
STU0242,S0169,3,click
STU0242,S0070,3,save
STU0242,S0015,3,save
STU0242,S0075,2,click
STU0242,S0097,3,application
STU0242,S0116,2,save
STU0242,S0085,2,application
STU0242,S0044,1,save
STU0242,S0108,2,click
STU0242,S0188,2,click
STU0242,S0179,2,application
STU0242,S0063,3,application
STU0242,S0136,3,click
STU0242,S0173,3,save
STU0243,S0049,3,click
STU0243,S0042,3,click
STU0243,S0019,3,save
STU0243,S0077,3,click
STU0243,S0200,3,save
STU0243,S0067,2,application
STU0243,S0170,2,save
STU0243,S0090,4,click
STU0243,S0157,2,application
STU0243,S0008,3,save
STU0243,S0132,4,application
STU0244,S0090,5,save
STU0244,S0074,2,application
STU0244,S0025,1,save
STU0244,S0012,2,click
STU0244,S0126,2,application
STU0244,S0024,2,save
STU0244,S0150,3,application
STU0244,S0056,2,save
STU0244,S0174,2,application
STU0244,S0004,4,application
STU0244,S0132,4,click
STU0244,S0075,2,save
STU0244,S0001,3,application
STU0245,S0159,3,application
STU0245,S0107,5,save
STU0245,S0146,4,save
STU0245,S0043,2,save
STU0245,S0081,1,click
STU0245,S0011,3,save
STU0245,S0047,1,save
STU0245,S0092,5,application
STU0246,S0130,2,click
STU0246,S0080,3,application
STU0246,S0097,3,click
STU0246,S0046,3,save
STU0246,S0021,2,click
STU0246,S0172,2,click
STU0246,S0091,3,save
STU0246,S0084,3,click
STU0246,S0017,3,application
STU0246,S0044,2,application
STU0246,S0173,2,click
STU0246,S0094,1,click
STU0246,S0145,2,click
STU0246,S0191,2,save
STU0246,S0131,3,application
STU0246,S0061,1,click
STU0246,S0071,2,application
STU0246,S0082,1,save
STU0247,S0198,1,save
STU0247,S0197,2,click
STU0247,S0128,3,application
STU0247,S0133,3,application
STU0247,S0112,2,save
STU0247,S0049,4,application
STU0247,S0081,3,application
STU0247,S0165,3,save
STU0247,S0177,2,application
STU0247,S0158,3,save
STU0247,S0136,4,save
STU0247,S0199,4,click
STU0247,S0139,2,application
STU0247,S0176,2,application
STU0247,S0159,2,application
STU0247,S0015,3,click
STU0247,S0064,2,click
STU0247,S0114,2,application
STU0248,S0072,1,application
STU0248,S0186,1,click
STU0248,S0061,2,application
STU0248,S0146,1,save
STU0248,S0160,2,save
STU0248,S0129,2,application
STU0248,S0025,3,save
STU0248,S0047,3,save
STU0248,S0003,4,click
STU0248,S0018,3,save
STU0248,S0105,4,application
STU0248,S0149,2,save
STU0248,S0126,2,click
STU0248,S0048,4,click
STU0248,S0057,2,save
STU0248,S0188,4,save
STU0248,S0168,1,click
STU0248,S0050,3,save
STU0249,S0186,3,save
STU0249,S0015,2,application
STU0249,S0082,4,application
STU0249,S0117,2,save
STU0249,S0034,3,save
STU0249,S0160,3,application
STU0249,S0084,2,application
STU0249,S0017,3,application
STU0249,S0123,4,application
STU0249,S0134,3,application
STU0249,S0154,3,application
STU0249,S0058,3,click
STU0250,S0075,4,save
STU0250,S0049,3,click
STU0250,S0155,2,save
STU0250,S0185,2,application
STU0250,S0170,2,application
STU0250,S0047,3,click
STU0250,S0177,3,application
STU0250,S0109,2,application
STU0250,S0189,2,click
STU0250,S0042,3,application
STU0250,S0158,2,save
STU0250,S0181,2,click
STU0250,S0083,3,click
STU0250,S0166,2,save
STU0250,S0039,1,application
STU0250,S0197,1,application
STU0250,S0121,2,save
STU0250,S0027,2,click
STU0250,S0196,2,save
STU0250,S0125,3,click
STU0251,S0026,3,save
STU0251,S0112,2,save
STU0251,S0131,3,save
STU0251,S0195,5,save
STU0251,S0092,3,save
STU0252,S0125,2,click
STU0252,S0136,2,save
STU0252,S0198,3,click
STU0252,S0040,3,application
STU0252,S0009,1,save
STU0252,S0167,4,application
STU0252,S0032,2,save
STU0252,S0002,3,application
STU0252,S0096,1,save
STU0252,S0014,3,click
STU0252,S0071,2,click
STU0252,S0072,2,application
STU0252,S0164,2,application
STU0253,S0067,2,save
STU0253,S0053,2,application
STU0253,S0181,2,click
STU0253,S0173,3,save
STU0253,S0033,5,save
STU0253,S0032,2,application
STU0253,S0052,1,application
STU0253,S0081,5,application
STU0253,S0134,3,save
STU0253,S0153,3,application
STU0253,S0183,4,save
STU0253,S0063,1,click
STU0253,S0011,2,click
STU0253,S0157,3,click
STU0253,S0167,4,application
